#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=# DC-ShadowNet (ICCV'2021)  ## Introduction > \[DC-ShadowNet: Single-Image Hard and Soft Shadow Removal Using Unsupervised Domain-Classifier Guided Network\](https://arxiv.org/abs/2207.10434)<br> >  International Conference on Computer Vision (ICCV'2021)  \[Yeying Jin\](https://jinyeying.github.io/), \[Aashish Sharma\](https://aasharma90.github.io/) and \[Robby T.
1-1	0-1	#	*[523]|*[787]	SOFTWARE[523]|SOFTWARE[787]
#Text=\[arXiv\](https://img.shields.io/badge/arXiv-Paper-<COLOR>.svg)\](https://arxiv.org/abs/2207.10434) \[\[Paper\]\](https://openaccess.thecvf.com/content/ICCV2021/papers/Jin\_DC-ShadowNet\_Single-Image\_Hard\_and\_Soft\_Shadow\_Removal\_Using\_Unsupervised\_Domain-Classifier\_ICCV\_2021\_paper.pdf)  \[\[Supplementary\]\](https://openaccess.thecvf.com/content/ICCV2021/supplemental/Jin\_DC-ShadowNet\_Single-Image\_Hard\_ICCV\_2021\_supplemental.pdf)  \[\[Poster\]\](poster\_slides/DC-ShadowNet\_poster.pdf) \[\[Slides\]\](poster\_slides/DC-ShadowNet\_slides.pdf)  \[\[Video\]\](https://www.bilibili.com/video/BV12e411H7bx/?
3-1	405-406	\[	*[787]	SOFTWARE[787]
3-2	406-411	arXiv	*[787]	SOFTWARE[787]
3-3	411-412	\]	*[787]	SOFTWARE[787]
3-4	412-413	(	*[787]	SOFTWARE[787]
3-5	413-418	https	*[787]	SOFTWARE[787]
3-6	418-419	:	*[787]	SOFTWARE[787]
3-7	419-420	/	*[787]	SOFTWARE[787]
3-8	420-421	/	*[787]	SOFTWARE[787]
3-9	421-435	img.shields.io	*[787]	SOFTWARE[787]
3-10	435-436	/	*[787]	SOFTWARE[787]
3-11	436-441	badge	*[787]	SOFTWARE[787]
3-12	441-442	/	*[787]	SOFTWARE[787]
3-13	442-453	arXiv-Paper	*[787]	SOFTWARE[787]
3-14	453-454	-	*[787]	SOFTWARE[787]
3-15	454-455	<	*[787]	SOFTWARE[787]
3-16	455-460	COLOR	*[787]	SOFTWARE[787]
3-17	460-461	>	*[787]	SOFTWARE[787]
3-18	461-462	.	*[787]	SOFTWARE[787]
3-19	462-465	svg	*[787]	SOFTWARE[787]
3-20	465-466	)	*[787]	SOFTWARE[787]
3-21	466-467	\]	*[787]	SOFTWARE[787]
3-22	467-468	(	*[787]	SOFTWARE[787]
3-23	468-473	https	*[787]	SOFTWARE[787]
3-24	473-474	:	*[787]	SOFTWARE[787]
3-25	474-475	/	*[787]	SOFTWARE[787]
3-26	475-476	/	*[787]	SOFTWARE[787]
3-27	476-485	arxiv.org	*[787]	SOFTWARE[787]
3-28	485-486	/	*[787]	SOFTWARE[787]
3-29	486-489	abs	*[787]	SOFTWARE[787]
3-30	489-490	/	*[787]	SOFTWARE[787]
3-31	490-500	2207.10434	*[787]	SOFTWARE[787]
3-32	500-501	)	*[787]	SOFTWARE[787]
3-33	502-503	\[	*[787]	SOFTWARE[787]
3-34	503-504	\[	*[787]	SOFTWARE[787]
3-35	504-509	Paper	*[787]	SOFTWARE[787]
3-36	509-510	\]	*[787]	SOFTWARE[787]
3-37	510-511	\]	*[787]	SOFTWARE[787]
3-38	511-512	(	*[787]	SOFTWARE[787]
3-39	512-517	https	*[787]	SOFTWARE[787]
3-40	517-518	:	*[787]	SOFTWARE[787]
3-41	518-519	/	*[787]	SOFTWARE[787]
3-42	519-520	/	*[787]	SOFTWARE[787]
3-43	520-541	openaccess.thecvf.com	*[787]	SOFTWARE[787]
3-44	541-542	/	*[787]	SOFTWARE[787]
3-45	542-549	content	*[787]	SOFTWARE[787]
3-46	549-550	/	*[787]	SOFTWARE[787]
3-47	550-558	ICCV2021	*[787]	SOFTWARE[787]
3-48	558-559	/	*[787]	SOFTWARE[787]
3-49	559-565	papers	*[787]	SOFTWARE[787]
3-50	565-566	/	*[787]	SOFTWARE[787]
3-51	566-666	Jin\_DC-ShadowNet\_Single-Image\_Hard\_and\_Soft\_Shadow\_Removal\_Using\_Unsupervised\_Domain-Classifier\_ICCV	*[787]	SOFTWARE[787]
3-52	666-667	\_	*[787]	SOFTWARE[787]
3-53	667-671	2021	*[787]	SOFTWARE[787]
3-54	671-672	\_	*[787]	SOFTWARE[787]
3-55	672-681	paper.pdf	*[787]	SOFTWARE[787]
3-56	681-682	)	*[787]	SOFTWARE[787]
3-57	684-685	\[	*[787]	SOFTWARE[787]
3-58	685-686	\[	*[787]	SOFTWARE[787]
3-59	686-699	Supplementary	*[787]	SOFTWARE[787]
3-60	699-700	\]	*[787]	SOFTWARE[787]
3-61	700-701	\]	*[787]	SOFTWARE[787]
3-62	701-702	(	*[787]	SOFTWARE[787]
3-63	702-707	https	*[787]	SOFTWARE[787]
3-64	707-708	:	*[787]	SOFTWARE[787]
3-65	708-709	/	*[787]	SOFTWARE[787]
3-66	709-710	/	*[787]	SOFTWARE[787]
3-67	710-731	openaccess.thecvf.com	*[787]	SOFTWARE[787]
3-68	731-732	/	*[787]	SOFTWARE[787]
3-69	732-739	content	*[787]	SOFTWARE[787]
3-70	739-740	/	*[787]	SOFTWARE[787]
3-71	740-748	ICCV2021	*[787]	SOFTWARE[787]
3-72	748-749	/	*[787]	SOFTWARE[787]
3-73	749-761	supplemental	*[787]	SOFTWARE[787]
3-74	761-762	/	*[787]	SOFTWARE[787]
3-75	762-801	Jin\_DC-ShadowNet\_Single-Image\_Hard\_ICCV	*[787]	SOFTWARE[787]
3-76	801-802	\_	*[787]	SOFTWARE[787]
3-77	802-806	2021	*[787]	SOFTWARE[787]
3-78	806-807	\_	*[787]	SOFTWARE[787]
3-79	807-823	supplemental.pdf	*[787]	SOFTWARE[787]
3-80	823-824	)	*[787]	SOFTWARE[787]
3-81	826-827	\[	*[787]	SOFTWARE[787]
3-82	827-828	\[	*[787]	SOFTWARE[787]
3-83	828-834	Poster	*[787]	SOFTWARE[787]
3-84	834-835	\]	*[787]	SOFTWARE[787]
3-85	835-836	\]	*[787]	SOFTWARE[787]
3-86	836-837	(	*[787]	SOFTWARE[787]
3-87	837-850	poster\_slides	*[787]	SOFTWARE[787]
3-88	850-851	/	*[787]	SOFTWARE[787]
3-89	851-874	DC-ShadowNet\_poster.pdf	*[787]	SOFTWARE[787]
3-90	874-875	)	*[787]	SOFTWARE[787]
3-91	876-877	\[	*[787]	SOFTWARE[787]
3-92	877-878	\[	*[787]	SOFTWARE[787]
3-93	878-884	Slides	*[787]	SOFTWARE[787]
3-94	884-885	\]	*[787]	SOFTWARE[787]
3-95	885-886	\]	*[787]	SOFTWARE[787]
3-96	886-887	(	*[787]	SOFTWARE[787]
3-97	887-900	poster\_slides	*[787]	SOFTWARE[787]
3-98	900-901	/	*[787]	SOFTWARE[787]
3-99	901-924	DC-ShadowNet\_slides.pdf	*[787]	SOFTWARE[787]
3-100	924-925	)	*[787]	SOFTWARE[787]
3-101	927-928	\[	*[787]	SOFTWARE[787]
3-102	928-929	\[	*[787]	SOFTWARE[787]
3-103	929-934	Video	*[787]	SOFTWARE[787]
3-104	934-935	\]	*[787]	SOFTWARE[787]
3-105	935-936	\]	*[787]	SOFTWARE[787]
3-106	936-937	(	*[787]	SOFTWARE[787]
3-107	937-942	https	*[787]	SOFTWARE[787]
3-108	942-943	:	*[787]	SOFTWARE[787]
3-109	943-944	/	*[787]	SOFTWARE[787]
3-110	944-945	/	*[787]	SOFTWARE[787]
3-111	945-961	www.bilibili.com	*[787]	SOFTWARE[787]
3-111	949-957	bilibili	*[787]	SOFTWARE[787]
3-112	961-962	/	*[787]	SOFTWARE[787]
3-113	962-967	video	*[787]	SOFTWARE[787]
3-114	967-968	/	*[787]	SOFTWARE[787]
3-115	968-980	BV12e411H7bx	*[787]	SOFTWARE[787]
3-116	980-981	/	*[787]	SOFTWARE[787]
3-117	981-982	?	*[787]	SOFTWARE[787]

#Text=share\_source=copy\_web&vd\_source=2da049ce4677af057256ebc4a00a8292)  \[\[Zhihu\]\](https://zhuanlan.zhihu.com/p/474123242)  \[!
4-1	982-994	share\_source	*[787]	SOFTWARE[787]
4-2	994-995	=	*[787]	SOFTWARE[787]
4-3	995-1003	copy\_web	*[787]	SOFTWARE[787]
4-4	1003-1004	&	*[787]	SOFTWARE[787]
4-5	1004-1013	vd\_source	*[787]	SOFTWARE[787]
4-6	1013-1014	=	*[787]	SOFTWARE[787]
4-7	1014-1046	2da049ce4677af057256ebc4a00a8292	*[787]	SOFTWARE[787]
4-8	1046-1047	)	*[787]	SOFTWARE[787]
4-9	1049-1050	\[	*[787]	SOFTWARE[787]
4-10	1050-1051	\[	*[787]	SOFTWARE[787]
4-11	1051-1056	Zhihu	*[787]	SOFTWARE[787]
4-12	1056-1057	\]	*[787]	SOFTWARE[787]
4-13	1057-1058	\]	*[787]	SOFTWARE[787]
4-14	1058-1059	(	*[787]	SOFTWARE[787]
4-15	1059-1064	https	*[787]	SOFTWARE[787]
4-16	1064-1065	:	*[787]	SOFTWARE[787]
4-17	1065-1066	/	*[787]	SOFTWARE[787]
4-18	1066-1067	/	*[787]	SOFTWARE[787]
4-19	1067-1085	zhuanlan.zhihu.com	*[787]	SOFTWARE[787]
4-20	1085-1086	/	*[787]	SOFTWARE[787]
4-21	1086-1087	p	*[787]	SOFTWARE[787]
4-22	1087-1088	/	*[787]	SOFTWARE[787]
4-23	1088-1097	474123242	*[787]	SOFTWARE[787]
4-24	1097-1098	)	*[787]	SOFTWARE[787]
4-25	1100-1101	\[	*[787]	SOFTWARE[787]
4-26	1101-1102	!	*[787]	SOFTWARE[787]

#Text=\[PWC\](https://img.shields.io/endpoint.svg?
5-1	1102-1103	\[	*[787]	SOFTWARE[787]
5-2	1103-1106	PWC	*[787]	SOFTWARE[787]
5-3	1106-1107	\]	*[787]	SOFTWARE[787]
5-4	1107-1108	(	*[787]	SOFTWARE[787]
5-5	1108-1113	https	*[787]	SOFTWARE[787]
5-6	1113-1114	:	*[787]	SOFTWARE[787]
5-7	1114-1115	/	*[787]	SOFTWARE[787]
5-8	1115-1116	/	*[787]	SOFTWARE[787]
5-9	1116-1130	img.shields.io	*[787]	SOFTWARE[787]
5-10	1130-1131	/	*[787]	SOFTWARE[787]
5-11	1131-1143	endpoint.svg	*[787]	SOFTWARE[787]
5-12	1143-1144	?	*[787]	SOFTWARE[787]

#Text=url=https://paperswithcode.com/badge/dc-shadownet-single-image-hard-and-soft-1/shadow-removal-on-srd)\](https://paperswithcode.com/sota/shadow-removal-on-srd?
6-1	1144-1147	url	*[787]	SOFTWARE[787]
6-2	1147-1148	=	*[787]	SOFTWARE[787]
6-3	1148-1153	https	*[787]	SOFTWARE[787]
6-4	1153-1154	:	*[787]	SOFTWARE[787]
6-5	1154-1155	/	*[787]	SOFTWARE[787]
6-6	1155-1156	/	*[787]	SOFTWARE[787]
6-7	1156-1174	paperswithcode.com	*[787]	SOFTWARE[787]
6-7	1156-1170	paperswithcode	*[787]	SOFTWARE[787]
6-8	1174-1175	/	*[787]	SOFTWARE[787]
6-9	1175-1180	badge	*[787]	SOFTWARE[787]
6-10	1180-1181	/	*[787]	SOFTWARE[787]
6-11	1181-1220	dc-shadownet-single-image-hard-and-soft	*[787]	SOFTWARE[787]
6-12	1220-1221	-	*[787]	SOFTWARE[787]
6-13	1221-1222	1	*[787]	SOFTWARE[787]
6-14	1222-1223	/	*[787]	SOFTWARE[787]
6-15	1223-1244	shadow-removal-on-srd	*[787]	SOFTWARE[787]
6-16	1244-1245	)	*[787]	SOFTWARE[787]
6-17	1245-1246	\]	*[787]	SOFTWARE[787]
6-18	1246-1247	(	*[787]	SOFTWARE[787]
6-19	1247-1252	https	*[787]	SOFTWARE[787]
6-20	1252-1253	:	*[787]	SOFTWARE[787]
6-21	1253-1254	/	*[787]	SOFTWARE[787]
6-22	1254-1255	/	*[787]	SOFTWARE[787]
6-23	1255-1273	paperswithcode.com	*[787]	SOFTWARE[787]
6-23	1255-1269	paperswithcode	*[787]	SOFTWARE[787]
6-24	1273-1274	/	*[787]	SOFTWARE[787]
6-25	1274-1278	sota	*[787]	SOFTWARE[787]
6-26	1278-1279	/	*[787]	SOFTWARE[787]
6-27	1279-1300	shadow-removal-on-srd	*[787]	SOFTWARE[787]
6-28	1300-1301	?	*[787]	SOFTWARE[787]

#Text=p=dc-shadownet-single-image-hard-and-soft-1) \[!
7-1	1301-1302	p	*[787]	SOFTWARE[787]
7-2	1302-1303	=	*[787]	SOFTWARE[787]
7-3	1303-1342	dc-shadownet-single-image-hard-and-soft	*[787]	SOFTWARE[787]
7-4	1342-1343	-	*[787]	SOFTWARE[787]
7-5	1343-1344	1	*[787]	SOFTWARE[787]
7-6	1344-1345	)	*[787]	SOFTWARE[787]
7-7	1346-1347	\[	*[787]	SOFTWARE[787]
7-8	1347-1348	!	*[787]	SOFTWARE[787]

#Text=\[PWC\](https://img.shields.io/endpoint.svg?
8-1	1348-1349	\[	*[787]	SOFTWARE[787]
8-2	1349-1352	PWC	*[787]	SOFTWARE[787]
8-3	1352-1353	\]	*[787]	SOFTWARE[787]
8-4	1353-1354	(	*[787]	SOFTWARE[787]
8-5	1354-1359	https	*[787]	SOFTWARE[787]
8-6	1359-1360	:	*[787]	SOFTWARE[787]
8-7	1360-1361	/	*[787]	SOFTWARE[787]
8-8	1361-1362	/	*[787]	SOFTWARE[787]
8-9	1362-1376	img.shields.io	*[787]	SOFTWARE[787]
8-10	1376-1377	/	*[787]	SOFTWARE[787]
8-11	1377-1389	endpoint.svg	*[787]	SOFTWARE[787]
8-12	1389-1390	?	*[787]	SOFTWARE[787]

#Text=url=https://paperswithcode.com/badge/dc-shadownet-single-image-hard-and-soft-1/shadow-removal-on-istd)\](https://paperswithcode.com/sota/shadow-removal-on-istd?
9-1	1390-1393	url	*[787]	SOFTWARE[787]
9-2	1393-1394	=	*[787]	SOFTWARE[787]
9-3	1394-1399	https	*[787]	SOFTWARE[787]
9-4	1399-1400	:	*[787]	SOFTWARE[787]
9-5	1400-1401	/	*[787]	SOFTWARE[787]
9-6	1401-1402	/	*[787]	SOFTWARE[787]
9-7	1402-1420	paperswithcode.com	*[787]	SOFTWARE[787]
9-7	1402-1416	paperswithcode	*[787]	SOFTWARE[787]
9-8	1420-1421	/	*[787]	SOFTWARE[787]
9-9	1421-1426	badge	*[787]	SOFTWARE[787]
9-10	1426-1427	/	*[787]	SOFTWARE[787]
9-11	1427-1466	dc-shadownet-single-image-hard-and-soft	*[787]	SOFTWARE[787]
9-12	1466-1467	-	*[787]	SOFTWARE[787]
9-13	1467-1468	1	*[787]	SOFTWARE[787]
9-14	1468-1469	/	*[787]	SOFTWARE[787]
9-15	1469-1491	shadow-removal-on-istd	*[787]	SOFTWARE[787]
9-16	1491-1492	)	*[787]	SOFTWARE[787]
9-17	1492-1493	\]	*[787]	SOFTWARE[787]
9-18	1493-1494	(	*[787]	SOFTWARE[787]
9-19	1494-1499	https	*[787]	SOFTWARE[787]
9-20	1499-1500	:	*[787]	SOFTWARE[787]
9-21	1500-1501	/	*[787]	SOFTWARE[787]
9-22	1501-1502	/	*[787]	SOFTWARE[787]
9-23	1502-1520	paperswithcode.com	*[787]	SOFTWARE[787]
9-23	1502-1516	paperswithcode	*[787]	SOFTWARE[787]
9-24	1520-1521	/	*[787]	SOFTWARE[787]
9-25	1521-1525	sota	*[787]	SOFTWARE[787]
9-26	1525-1526	/	*[787]	SOFTWARE[787]
9-27	1526-1548	shadow-removal-on-istd	*[787]	SOFTWARE[787]
9-28	1548-1549	?	*[787]	SOFTWARE[787]

#Text=p=dc-shadownet-single-image-hard-and-soft-1)  ## Prerequisites ``` git clone https://github.com/jinyeying/DC-ShadowNet-Hard-and-Soft-Shadow-Removal.git cd DC-ShadowNet-Hard-and-Soft-Shadow-Removal/ conda create -n shadow python=3.7 conda activate shadow conda install pytorch=1.10.2 torchvision torchaudio cudatoolkit=11.3 -c pytorch python3 -m pip install -r requirements.txt ```  ## Datasets 1.
10-1	1549-1550	p	*[787]	SOFTWARE[787]
10-2	1550-1551	=	*[787]	SOFTWARE[787]
10-3	1551-1590	dc-shadownet-single-image-hard-and-soft	*[787]	SOFTWARE[787]
10-4	1590-1591	-	*[787]	SOFTWARE[787]
10-5	1591-1592	1	*[787]	SOFTWARE[787]
10-6	1592-1593	)	*[787]	SOFTWARE[787]
10-7	1595-1596	#	*[787]	SOFTWARE[787]
10-8	1596-1597	#	*[787]	SOFTWARE[787]
10-9	1598-1611	Prerequisites	*[787]	SOFTWARE[787]
10-10	1612-1613	`	*[787]	SOFTWARE[787]
10-11	1613-1614	`	*[787]	SOFTWARE[787]
10-12	1614-1615	`	*[787]	SOFTWARE[787]
10-13	1616-1619	git	*[787]	SOFTWARE[787]
10-14	1620-1625	clone	*[787]	SOFTWARE[787]
10-15	1626-1631	https	*[787]	SOFTWARE[787]
10-16	1631-1632	:	*[787]	SOFTWARE[787]
10-17	1632-1633	/	*[787]	SOFTWARE[787]
10-18	1633-1634	/	*[787]	SOFTWARE[787]
10-19	1634-1644	github.com	*[787]	SOFTWARE[787]
10-20	1644-1645	/	*[787]	SOFTWARE[787]
10-21	1645-1654	jinyeying	*[787]	SOFTWARE[787]
10-22	1654-1655	/	*[787]	SOFTWARE[787]
10-23	1655-1700	DC-ShadowNet-Hard-and-Soft-Shadow-Removal.git	*[787]	SOFTWARE[787]
10-24	1701-1703	cd	*[787]	SOFTWARE[787]
10-25	1704-1745	DC-ShadowNet-Hard-and-Soft-Shadow-Removal	*[787]	SOFTWARE[787]
10-26	1745-1746	/	*[787]	SOFTWARE[787]
10-27	1747-1752	conda	*[787]	SOFTWARE[787]
10-28	1753-1759	create	*[787]	SOFTWARE[787]
10-29	1760-1761	-	*[787]	SOFTWARE[787]
10-30	1761-1762	n	*[787]	SOFTWARE[787]
10-31	1763-1769	shadow	*[787]	SOFTWARE[787]
10-32	1770-1776	python	*[787]	SOFTWARE[787]
10-33	1776-1777	=	*[787]	SOFTWARE[787]
10-34	1777-1780	3.7	*[787]	SOFTWARE[787]
10-35	1781-1786	conda	*[787]	SOFTWARE[787]
10-36	1787-1795	activate	*[787]	SOFTWARE[787]
10-37	1796-1802	shadow	*[787]	SOFTWARE[787]
10-38	1803-1808	conda	*[787]	SOFTWARE[787]
10-39	1809-1816	install	*[787]	SOFTWARE[787]
10-40	1817-1824	pytorch	*[787]	SOFTWARE[787]
10-41	1824-1825	=	*[787]	SOFTWARE[787]
10-42	1825-1831	1.10.2	*[787]	SOFTWARE[787]
10-43	1832-1843	torchvision	*[787]	SOFTWARE[787]
10-44	1844-1854	torchaudio	*[787]	SOFTWARE[787]
10-45	1855-1866	cudatoolkit	*[787]	SOFTWARE[787]
10-46	1866-1867	=	*[787]	SOFTWARE[787]
10-47	1867-1871	11.3	*[787]	SOFTWARE[787]
10-48	1872-1873	-	*[787]	SOFTWARE[787]
10-49	1873-1874	c	*[787]	SOFTWARE[787]
10-50	1875-1882	pytorch	*[787]	SOFTWARE[787]
10-51	1883-1890	python3	*[787]	SOFTWARE[787]
10-52	1891-1892	-	*[787]	SOFTWARE[787]
10-53	1892-1893	m	*[787]	SOFTWARE[787]
10-54	1894-1897	pip	*[787]	SOFTWARE[787]
10-55	1898-1905	install	*[787]	SOFTWARE[787]
10-56	1906-1907	-	*[787]	SOFTWARE[787]
10-57	1907-1908	r	*[787]	SOFTWARE[787]
10-58	1909-1925	requirements.txt	*[787]	SOFTWARE[787]
10-59	1926-1927	`	*[787]	SOFTWARE[787]
10-60	1927-1928	`	*[787]	SOFTWARE[787]
10-61	1928-1929	`	*[787]	SOFTWARE[787]
10-62	1931-1932	#	*[787]	SOFTWARE[787]
10-63	1932-1933	#	*[787]	SOFTWARE[787]
10-64	1934-1942	Datasets	*[787]	SOFTWARE[787]
10-65	1943-1944	1	*[787]	SOFTWARE[787]
10-66	1944-1945	.	*[787]	SOFTWARE[787]

#Text=SRD \[Train\](https://drive.google.com/file/d/1W8vBRJYDG9imMgr9I2XaA13tlFIEHOjS/view)\|\[BaiduPan\](https://pan.baidu.com/s/1mj3BoRQ), \[Test\](https://drive.google.com/file/d/1GTi4BmQ0SJ7diDMmf-b7x2VismmXtfTo/view).
11-1	1946-1949	SRD	*[787]	SOFTWARE[787]
11-2	1950-1951	\[	*[787]	SOFTWARE[787]
11-3	1951-1956	Train	*[787]	SOFTWARE[787]
11-4	1956-1957	\]	*[787]	SOFTWARE[787]
11-5	1957-1958	(	*[787]	SOFTWARE[787]
11-6	1958-1963	https	*[787]	SOFTWARE[787]
11-7	1963-1964	:	*[787]	SOFTWARE[787]
11-8	1964-1965	/	*[787]	SOFTWARE[787]
11-9	1965-1966	/	*[787]	SOFTWARE[787]
11-10	1966-1982	drive.google.com	*[787]	SOFTWARE[787]
11-11	1982-1983	/	*[787]	SOFTWARE[787]
11-12	1983-1987	file	*[787]	SOFTWARE[787]
11-13	1987-1988	/	*[787]	SOFTWARE[787]
11-14	1988-1989	d	*[787]	SOFTWARE[787]
11-15	1989-1990	/	*[787]	SOFTWARE[787]
11-16	1990-2023	1W8vBRJYDG9imMgr9I2XaA13tlFIEHOjS	*[787]	SOFTWARE[787]
11-17	2023-2024	/	*[787]	SOFTWARE[787]
11-18	2024-2028	view	*[787]	SOFTWARE[787]
11-19	2028-2029	)	*[787]	SOFTWARE[787]
11-20	2029-2030	\|	*[787]	SOFTWARE[787]
11-21	2030-2031	\[	*[787]	SOFTWARE[787]
11-22	2031-2039	BaiduPan	*[787]	SOFTWARE[787]
11-23	2039-2040	\]	*[787]	SOFTWARE[787]
11-24	2040-2041	(	*[787]	SOFTWARE[787]
11-25	2041-2046	https	*[787]	SOFTWARE[787]
11-26	2046-2047	:	*[787]	SOFTWARE[787]
11-27	2047-2048	/	*[787]	SOFTWARE[787]
11-28	2048-2049	/	*[787]	SOFTWARE[787]
